name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
10002,2023-12-13,9.7,3.5,5.8,6.9,0.5,3.4,-4.4,50,0,0,0,,0,0,72.4,25.6,267.4,1031.7,6.1,16,101.3,8.7,5,10,2023-12-13T07:11:23,2023-12-13T16:28:48,0.03,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-14,6.3,1.5,3.7,4,-1.7,1,-6.5,48.1,0,0,0,,0,0,70.4,19.8,270.2,1036.6,9.8,16,114.5,10,6,10,2023-12-14T07:12:08,2023-12-14T16:29:01,0.06,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-15,15.4,3,8,15.4,-1,6.1,-2.9,47.4,0,0,0,,0,0,70.9,19.3,256.9,1028.6,1.7,16,102.3,8.8,5,10,2023-12-15T07:12:51,2023-12-15T16:29:16,0.1,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-16,13.1,7.5,9.8,13.1,5.6,8.7,1.5,56.8,0,0,0,,0,0,29.5,22.7,45.5,1031.4,12,15.9,96,8.4,4,10,2023-12-16T07:13:32,2023-12-16T16:29:34,0.13,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-17,13.5,8.3,10.7,13.5,5.6,9.4,8.1,84.3,0.561,100,29.17,rain,0,0,42.5,25.8,47.5,1022.1,100,15.1,24.2,2.1,1,10,2023-12-17T07:14:12,2023-12-17T16:29:53,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-18,15.9,6.2,11.8,15.9,2.9,10.7,8.4,80.7,9.613,100,58.33,rain,0,0,55.6,29.5,241,992.8,75.3,11,35.6,3.1,4,10,2023-12-18T07:14:50,2023-12-18T16:30:15,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-19,7.3,1.1,4.3,5.6,-2,1.2,-3.4,57.7,0,0,0,,0,0,69.2,20.7,275.7,1015,41.6,15.9,120,10.4,6,10,2023-12-19T07:15:26,2023-12-19T16:30:39,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-20,8.5,-0.2,3.4,7,-3.4,1.2,-5.3,53.6,0,0,0,,0,0,76,16.6,315.4,1027.9,30.4,16,96.5,8.4,5,10,2023-12-20T07:16:00,2023-12-20T16:31:05,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-21,7.4,0.8,3.8,5,-3.1,1.1,-5,53.9,0,0,0,,0,0,35.3,19.7,22.9,1029.9,1.5,15.8,98.8,8.5,5,10,2023-12-21T07:16:32,2023-12-21T16:31:33,0.31,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-22,4.6,-2.4,0.9,2.8,-6.8,-1,-8.8,49.1,0,0,0,,0,0,70.2,19.6,351.7,1032,5.2,16,89.3,7.6,5,10,2023-12-22T07:17:02,2023-12-22T16:32:04,0.35,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-23,6.6,2,4.3,6.1,-0.4,2.3,-3.3,58.5,0,0,0,,0,0,14.8,15.2,48,1032.1,72.8,16,37.5,3.1,2,10,2023-12-23T07:17:30,2023-12-23T16:32:36,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-24,8,5.5,6.7,7.3,2.8,5.9,3.7,81.2,0.098,100,12.5,rain,0,0,11.2,12.4,303.8,1030,98.1,15.8,34.3,3,2,10,2023-12-24T07:17:56,2023-12-24T16:33:10,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-25,8.9,6.2,7.5,8.8,3.4,6.2,5.5,87.1,0,0,0,rain,0,0,13,13.9,51.6,1030.3,89.4,12.2,34.3,3,2,10,2023-12-25T07:18:19,2023-12-25T16:33:47,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-26,8.7,6.7,7.5,8.6,4.1,6.6,5.7,88.4,0,0,0,rain,0,0,11.2,13.4,55,1026.3,91.3,7.4,37,3.2,2,10,2023-12-26T07:18:41,2023-12-26T16:34:25,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-27,9.3,6.7,7.8,7.3,4.9,6.1,6.2,89.6,0.909,100,25,rain,0,0,35.3,24.2,46.3,1018.1,98,11.9,28.5,2.5,2,10,2023-12-27T07:19:01,2023-12-27T16:35:05,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-28,11.8,8.9,10.2,11.8,5.4,9.1,8.7,90.5,6.388,100,62.5,rain,0,0,47,36.1,41,1005.7,100,10.5,15.4,1.3,1,10,2023-12-28T07:19:18,2023-12-28T16:35:47,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-29,12.3,8,9.5,12.3,6.9,9,6.3,81.3,0.124,100,12.5,rain,0,0,44.6,19.3,263.3,1004.9,84.4,12.5,87.7,7.4,5,10,2023-12-29T07:19:33,2023-12-29T16:36:31,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-30,7.9,3.9,6,6.6,0.5,3.3,0.1,65.8,0,0,0,rain,0,0,76.7,30.1,270.4,1004.9,66.5,16,43.4,3.8,3,10,2023-12-30T07:19:47,2023-12-30T16:37:17,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-31,6.2,4.3,5.5,4.9,1.1,3.6,-2.8,55,0,0,0,,0,0,38.9,17.7,273.1,1014.7,96.4,16,31.9,2.6,2,10,2023-12-31T07:19:57,2023-12-31T16:38:04,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-01,9,3.3,5.9,8.5,2.7,4.6,-0.5,63.6,0.115,100,12.5,rain,0,0,60.4,15.6,307,1017,75.4,16,71.5,6.1,5,10,2024-01-01T07:20:06,2024-01-01T16:38:53,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-02,7.5,-0.3,3.3,6,-3.4,0.9,-4.4,58.1,0,0,0,,0,0,60.8,14.2,314,1018.3,0.3,15.9,106.7,9.2,5,10,2024-01-02T07:20:12,2024-01-02T16:39:44,0.72,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-03,7,1.6,4,5.5,-2,1.3,-3.3,59.5,0,0,0,,0,0,68.4,14.1,276.7,1016.6,49.2,15.8,71.1,6.1,5,10,2024-01-03T07:20:16,2024-01-03T16:40:36,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-04,8.4,-0.8,4.2,8.4,-4.8,1.8,-4.2,55,0,0,0,snow,0,0,76,12.3,285.4,1016.3,62,16,54.7,4.7,4,10,2024-01-04T07:20:18,2024-01-04T16:41:29,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-05,4.6,-2.3,0.8,1.8,-7.4,-2.7,-8,52.6,0,0,0,,0,0,53.6,18,273.2,1024.9,2.1,16,107.7,9.4,5,10,2024-01-05T07:20:18,2024-01-05T16:42:25,0.81,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-06,3.7,0,1.7,0,-4,-2.2,-2.9,72.4,1.795,100,33.33,"rain,snow",2.9,0.5,53.5,31.9,34.8,1017.9,50.8,13.8,23.5,2.1,1,10,2024-01-06T07:20:15,2024-01-06T16:43:21,0.85,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-07,3.7,2.2,3.1,3.7,-2.7,0.1,0.8,85.3,1.052,100,54.17,"rain,snow",2.8,0.4,48.5,29.8,20.4,1005.4,91.9,13.4,27,2.2,3,10,2024-01-07T07:20:10,2024-01-07T16:44:19,0.88,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-08,8.4,2.8,4.8,8,0.2,3.7,-3.2,56.9,0,0,0,,0,0.1,59,13,307.9,1026.3,29.4,16,114.3,9.9,5,10,2024-01-08T07:20:03,2024-01-08T16:45:18,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-09,12.4,3.3,6.6,12.4,1.4,4.7,2.9,77.6,6.522,100,50,rain,0,0,52.7,32,86.1,1018,65.5,12.5,12.3,1.1,1,10,2024-01-09T07:19:53,2024-01-09T16:46:19,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-10,12.4,6.8,9.4,12.4,2.8,6.6,2.6,64.3,2.386,100,16.67,rain,0,0,79.4,37.2,260.7,992.9,94,15.4,38.6,3.3,3,10,2024-01-10T07:19:42,2024-01-10T16:47:21,0.97,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-11,9.1,5,6.7,6.7,1.9,3.5,-2.1,53.8,0,0,0,rain,0,0,79.3,24.3,257.7,1010.8,59.3,16,82.4,7.1,6,10,2024-01-11T07:19:28,2024-01-11T16:48:23,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-12,10,4.1,6.7,9.3,1.4,4.4,0.2,63.8,0.041,100,4.17,rain,0,0,51.8,30.8,94.9,1018.6,18.8,15.9,93.7,8.1,5,10,2024-01-12T07:19:11,2024-01-12T16:49:27,0.04,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-13,13.1,2.9,9,13.1,-2.8,6.4,3.3,70.3,4.163,100,29.17,rain,0,0,60.6,37.1,272.4,995.8,83.6,13.8,39.4,3.4,2,10,2024-01-13T07:18:53,2024-01-13T16:50:32,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-14,6.2,-1.7,1.9,2.6,-6.3,-2.8,-8.3,48,0,0,0,,0,0,56.3,29.9,259.5,1012.7,26.9,16,72.2,6.3,4,10,2024-01-14T07:18:32,2024-01-14T16:51:38,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-15,-1.6,-3.9,-2.6,-5.3,-9.4,-7.2,-11.6,50.9,0.098,100,8.33,snow,0.3,0,66.6,17.6,257.5,1023.7,79.8,14.8,45,3.9,3,10,2024-01-15T07:18:09,2024-01-15T16:52:45,0.15,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-16,0.4,-5,-1.8,-1.3,-9,-5.5,-3.7,86.9,1.356,100,66.67,"rain,freezingrain,snow,ice",15,5,53.2,22.9,7.2,1012.1,82.5,10.1,12.8,1.2,1,10,2024-01-16T07:17:44,2024-01-16T16:53:52,0.18,"Snow, Rain, Freezing Drizzle/Freezing Rain, Ice, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-17,-1.8,-7.3,-4.9,-8.4,-14.1,-11,-12.3,57.6,0,0,0,,0,5.1,51.8,27.1,270.3,1016,0.8,15.7,126.8,10.9,5,10,2024-01-17T07:17:17,2024-01-17T16:55:01,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-18,0.7,-5.1,-2,-1,-12.2,-6.8,-11.2,49.6,0,0,0,,0,3.6,77.8,23.8,256,1020.7,58.4,15.9,44,3.7,2,10,2024-01-18T07:16:48,2024-01-18T16:56:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-19,0.6,-2.3,-0.6,0.6,-6.9,-4,-5.7,69.9,0.201,100,20.83,"rain,snow",5.5,3.9,50.5,19.9,41.6,1011.2,86.9,13.1,26,2.2,2,10,2024-01-19T07:16:16,2024-01-19T16:57:20,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-20,-2.5,-6.8,-4.9,-3.4,-11.5,-9,-12.1,57.2,0,0,0,,0,3.7,54.2,14.7,302.4,1015.3,46.3,15.9,119,10.2,6,10,2024-01-20T07:15:43,2024-01-20T16:58:30,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-21,1.7,-5.8,-3,1.2,-11.2,-6.5,-11.5,52.4,0,0,0,,0,1.7,63,20,309.6,1026.9,17.4,16,124.3,10.7,5,10,2024-01-21T07:15:07,2024-01-21T16:59:41,0.36,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-22,3.3,-3.4,-0.3,-1,-7.9,-4.5,-8.8,53.9,0,0,0,,0,1.6,72,24.2,252.7,1033.7,17.1,16,112.5,9.7,5,10,2024-01-22T07:14:29,2024-01-22T17:00:52,0.39,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-23,3.9,1.2,2.8,3.9,-3.7,0.2,-3.3,64.8,0.195,100,12.5,rain,0,3.1,53.6,20.8,253.6,1032.7,91.4,15.7,31.1,2.8,1,10,2024-01-23T07:13:50,2024-01-23T17:02:04,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-24,8.2,3.7,5.6,7.8,0.4,4.1,3.3,85.6,0.31,100,33.33,rain,0,3.1,16.6,13.7,54.7,1031.3,99.7,11.2,22.2,2.1,1,10,2024-01-24T07:13:08,2024-01-24T17:03:17,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-25,12.5,7.7,10,12.5,6.3,9.1,8.6,91.2,1.15,100,50,rain,0,2.3,35.3,16.7,277.6,1021.1,100,9.2,34.3,2.9,2,10,2024-01-25T07:12:24,2024-01-25T17:04:30,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-26,8.2,5.6,6.4,7.1,2,3.9,5,90.6,0.901,100,37.5,rain,0,0,63,24.5,42.5,1018.4,99.5,9.9,32.9,2.9,2,10,2024-01-26T07:11:39,2024-01-26T17:05:43,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-27,8.3,5.7,6.8,7.6,3.8,5.8,3.9,82,0,0,0,rain,0,0,59,10.7,64.6,1022.3,98.3,13.3,39.9,3.5,3,10,2024-01-27T07:10:51,2024-01-27T17:06:56,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-28,5.7,3.3,4.1,4.5,-1.7,0.6,2.6,90.3,3.315,100,75,rain,0,0,57.3,33,41,1010.4,100,10.5,17.1,1.4,1,10,2024-01-28T07:10:02,2024-01-28T17:08:10,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-29,4.3,2.7,3.4,3.8,-1.5,1,0,79.3,0.35,100,25,"rain,snow",0.2,0.1,51.8,18,22.2,1010.8,100,15.2,25.4,2.2,1,10,2024-01-29T07:09:10,2024-01-29T17:09:24,0.63,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-30,3.3,2.1,2.5,2.9,-1.8,0.1,-2.8,68.2,0,0,0,snow,0,0,37.1,15,74.5,1022.4,100,15.7,22,1.9,1,10,2024-01-30T07:08:17,2024-01-30T17:10:38,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-01-31,3.9,1.6,2.8,3.9,-1.8,0.6,-0.8,77.1,0,0,0,"rain,snow",0.2,0.2,67.8,14.3,98.2,1020.4,100,15.6,28.7,2.6,1,10,2024-01-31T07:07:22,2024-01-31T17:11:52,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-01,6.6,1.9,4.6,6.6,-0.3,2.9,0.6,75.9,0,0,0,rain,0,0,55.4,14.1,251.9,1016,83.3,15.5,49.8,4.4,3,10,2024-02-01T07:06:26,2024-02-01T17:13:07,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-02,6.5,3.9,5.2,5.6,0.3,3.5,1.9,79.9,1.264,100,33.33,rain,0,0,40.7,16.3,355.7,1012.4,87.2,13.7,20,1.6,1,10,2024-02-02T07:05:28,2024-02-02T17:14:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-03,7.9,1,3.8,6.2,-2.7,1,-4.7,55.3,0,0,0,,0,0,83.2,16.6,31.2,1017.4,20.1,15.9,137.4,11.9,6,10,2024-02-03T07:04:27,2024-02-03T17:15:35,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-04,9,0.8,4.1,8.1,-2.8,2.1,-5.3,51.3,0,0,0,,0,0,63.1,12.2,25.8,1015.8,0.7,16,146.4,12.6,6,10,2024-02-04T07:03:26,2024-02-04T17:16:50,0.83,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-05,8.4,1,3.8,7,-3,1.1,-7.4,44.7,0,0,0,,0,0,49.5,21.3,32.3,1014.3,0.5,16,145.5,12.5,6,10,2024-02-05T07:02:23,2024-02-05T17:18:04,0.86,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-06,6.8,-0.8,2.6,5.8,-6.8,-0.6,-7.5,47.9,0,0,0,,0,0,68.4,23.9,36.5,1021.7,0.2,16,149.5,12.9,6,10,2024-02-06T07:01:18,2024-02-06T17:19:18,0.89,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-07,9.7,1.6,5,8.4,-2.1,3,-4.2,52.7,0,0,0,,0,0,83.2,17.2,40.6,1025.7,2,16,152.8,13.2,6,10,2024-02-07T07:00:11,2024-02-07T17:20:33,0.93,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-08,11.1,2.3,6.2,11.1,0.8,5.2,-1.9,57.6,0,0,0,,0,0,66.6,9.6,228.5,1025.9,3.4,16,132.2,11.4,6,10,2024-02-08T06:59:03,2024-02-08T17:21:47,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-09,11.2,5.3,7.6,11.2,3.5,6.6,2.5,70.5,0,0,0,,0,0,87.1,16,174.6,1019.5,12.6,16,120.3,10.4,6,10,2024-02-09T06:57:54,2024-02-09T17:23:01,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-10,13.7,6.9,10.2,13.7,4.8,9.7,4.5,68.1,0,0,0,,0,0,63,11.4,245.3,1011.4,28.7,15.9,64.4,5.5,3,10,2024-02-10T06:56:43,2024-02-10T17:24:14,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-11,10.1,6.7,8.1,10.1,4.7,6.6,0.6,59.8,0,0,0,,0,0,38.9,14.5,288.1,1013,33.4,16,56.3,4.7,2,10,2024-02-11T06:55:31,2024-02-11T17:25:28,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-12,7.9,3.3,5.6,6.9,1.3,4.1,-1.2,62.2,0,0,0,rain,0,0,68.4,17.7,14.3,1012.4,47,16,114.4,10,6,10,2024-02-12T06:54:17,2024-02-12T17:26:41,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-13,4.9,1.1,2.8,3.7,-4.6,-0.4,-1.4,74.8,3.402,100,45.83,"rain,snow,ice",35.1,8.8,48.3,29,8.8,1003.4,85.6,10.8,36.3,3.1,2,10,2024-02-13T06:53:03,2024-02-13T17:27:55,0.13,"Snow, Rain, Ice, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-14,3.9,-0.3,1.6,3.4,-3.5,-1,-9.6,44.2,0,0,0,,0,9,68,18.9,299.9,1016.3,20.3,16,169.8,14.6,7,10,2024-02-14T06:51:46,2024-02-14T17:29:08,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-15,3.8,-2.2,0.9,1.8,-7.3,-2.7,-7.6,53.9,0,0,0,,0,4.8,42,18.8,241.8,1018.5,20.9,15.9,135.7,11.7,6,10,2024-02-15T06:50:29,2024-02-15T17:30:20,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-16,7.8,2.4,4.4,6.8,-1.5,1.8,-8,42.1,0,0,0,snow,0.1,1.6,56,18.6,289.6,1011.5,17.6,16,169.9,14.7,7,10,2024-02-16T06:49:10,2024-02-16T17:31:33,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-17,2.8,-1.7,0.6,2.7,-5.1,-2.1,-4.4,71.4,0.895,100,29.17,"rain,snow",18.3,5.4,46.9,14.6,339,1009.8,75.6,11.6,64.3,5.6,6,10,2024-02-17T06:47:51,2024-02-17T17:32:45,0.27,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-18,4.9,-2.9,0.8,0.6,-8.8,-4,-8.6,50.8,0,0,0,,0,0.8,48.7,33.5,257.1,1012.1,3.7,16,177.1,15.2,7,10,2024-02-18T06:46:30,2024-02-18T17:33:57,0.3,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-19,6.7,0.2,3,4.7,-3.4,0.2,-9.7,40.1,0,0,0,,0,3.1,47.6,17,279.1,1021,0.5,16,175.7,15.3,7,10,2024-02-19T06:45:07,2024-02-19T17:35:09,0.33,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-20,4.2,-1.6,1,1.6,-7.7,-2.5,-9.4,46.5,0,0,0,,0,3,50,23.9,54.1,1031.9,1.1,16,179.8,15.5,7,10,2024-02-20T06:43:44,2024-02-20T17:36:20,0.37,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-21,5.9,0.4,2.3,3.5,-4,-0.8,-4.3,62,0,0,0,,0,0.3,86.8,15.3,80.1,1030.5,74,16,75,6.5,3,10,2024-02-21T06:42:20,2024-02-21T17:37:31,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-22,6.7,1.7,3.9,4.2,-1,1.5,-0.7,72.3,0.106,100,12.5,rain,0,0.1,66.6,16.2,190.7,1016.2,65.7,15.9,107.4,9.2,5,10,2024-02-22T06:40:55,2024-02-22T17:38:42,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2024-02-23,7.9,5.1,6.7,7.9,3,5.7,3.9,82.3,0.314,100,20.83,rain,0,0,20.5,12.4,337.4,999.8,72.8,14.1,45.6,4,2,10,2024-02-23T06:39:29,2024-02-23T17:39:52,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
